Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact
S00408,Kathleen Singh,2014-02-08,Grade 2,(884)959-6930x7478
S00409,Sarah Mendoza,2017-06-11,Grade 5,+1-625-920-9989x0417
S00410,Tracy Hernandez,2017-06-05,Grade 4,994-497-5218x33233
S00411,John Ochoa,02-14-2014,Grade 5,
S00412,Jean Baker,2017-10-13,Grade 5,+1-277-240-8437
S00413,Susan Schroeder,2013-08-25,Grade 3,+1-909-772-6947x1021
S00414,Denise Johnson,2013-02-17,Grade 5,366.876.5045
S00415,Danielle Williams,2008-03-03,Grade 4,001-415-523-8820x53122
S00416,Dillon Braun,2013-07-10,Grade 1,001-664-567-9106
S00417,Nathan Bowen,2012-02-09,Grade 1,001-742-957-6257x59773
S00418,Charles Odonnell,2008-02-29,Grade 4,
S00419,Ricky Roberts,03-10-2015,Grade 4,+1-478-941-9543
S00420,Amber Ross,2007-06-19,Grade 5,406.880.4542x181
S00421,kendra perkins,11-07-2009,Grade 1,6004652904
S00422,Autumn Dorsey,06-23-2010,Grade 2,570-554-2403
S00423,Logan Mckinney,2013-03-31,Grade 3,718.954.8983
S00424,Nicholas Adkins,2018-12-23,Grade 2,001-575-234-8371x7337
S00425,Cody Cantrell,2018-11-18,Grade 5,610-242-5658
S00426,Mary Moon,2018-10-05,Grade 2,+1-879-207-4122x31727
S00427,William Brooks,2006-03-21,Grade 3,9454326662
S00428,Jeremiah Morgan,2006-08-03,Grade 1,6056878458
S00429,Meghan Prince,2006-05-15,Grade 3,316-250-2606
S00430,Cole Solis,2007-05-08,Grade 5,786.459.7748x15172
S00431,Jodi Jones,2017-07-17,Grade 2,396-712-2203x52658
S00432,nicholas house,2015-10-10,Grade 4,461.434.7483
S00433,Donald Thompson,04-09-2013,Grade 2,(292)964-0291x9545
S00434,Leslie Moody,2012-12-15,Grade 4,724-307-4403x50362
S00435,Paul Holloway,2008-09-26,Grade 1,453.798.9650
S00436,Stephanie Sexton,2012-02-05,Grade 5,901-608-1104x733
S00437,jason rodriguez,2018-04-24,Grade 5,9678744928
S00438,April Duarte,2017-03-27,Grade 5,474-572-2446
S00439,Pamela Smith,2009-02-06,Grade 5,675.774.3478
S00440,Melissa Weiss,2018-09-22,Grade 5,731-909-2944
S00441,Tony Collins,2012-05-02,Grade 3,+1-938-463-1996
S00442,Ryan Robertson,2016-09-16,Grade 3,(251)230-2758
S00443,Destiny Lloyd,2014-04-28,Grade 5,699-204-3785x984
S00444,Dustin David,02-15-2010,Grade 5,707.492.0113
S00445,Richard Underwood,2013-06-02,Grade 4,660-206-9530x98823
S00446,Miguel Perez,2016-01-27,Grade 3,(398)922-2274
S00447,Michael Morris,2009-08-06,Grade 5,974.210.8663x283
S00448,Rachel Knight,2013-09-10,Grade 4,(885)951-3011x984
S00449,Douglas Robbins,10-01-2006,Grade 5,001-343-404-1021x898
S00450,Jared Turner,2016-05-08,Grade 1,695.995.8462
S00451,Kathryn Jackson,2016-09-19,Grade 5,(507)282-7190x654
S00452,Andrew Juarez,2017-04-06,Grade 3,+1-269-500-0786x049
S00453,Mackenzie Barron,2012-08-09,Grade 5,945.385.9194
S00454,Brian Green,2010-12-06,Grade 3,001-631-770-4059x746
S00455,Sarah Peters,2013-06-05,Grade 2,(785)990-1482x05025
S00456,Rhonda Juarez,2015-12-13,Grade 3,(355)948-7247x936
S00457,Jesus Lawrence,2011-05-06,Grade 1,001-989-640-4995x4364
S00458,Amber Gray,2011-03-10,Grade 5,(926)725-4098x89457
S00459,Maria Miranda,2018-09-06,Grade 4,315-852-4257x755
S00460,Heather Park,09-06-2017,Grade 4,
S00461,Jose Young,2016-02-22,Grade 5,001-435-701-0998x0726
S00462,Samantha Potter,2009-05-30,Grade 3,863.791.0698x705
S00463,Scott Hamilton,2013-01-11,Grade 2,693-872-9292x121
S00464,Ronald Thompson,2018-09-17,Grade 1,001-327-205-5939x8628
S00465,Henry Long,2015-08-02,Grade 5,001-925-388-7543x539
S00466,Ashley Parsons,2013-04-12,Grade 2,731.954.3326x0796
S00467,Zoe Wright,2016-01-23,Grade 3,770-854-0560x47370
S00468,Christopher Dixon,2010-06-04,Grade 1,8223216819
S00469,Lucas Anderson,2013-09-12,Grade 5,001-562-325-3331
S00470,Michael Gomez,2013-04-28,Grade 5,001-341-493-7497x202
S00471,Robin Collier,2018-09-10,Grade 3,
S00472,mrs. anita escobar,2014-09-06,Grade 3,001-904-630-5348
S00473,trevor black,2009-08-14,Grade 1,+1-885-916-5566x7012
S00474,Riley Lopez,2010-12-16,Grade 2,+1-389-801-4168x69241
S00475,Amy Perry,2007-10-26,Grade 2,9168939933
S00476,jacob ramirez,2007-08-23,Grade 5,001-353-681-9160x02500
S00477,Cindy Snyder,03-27-2012,Grade 2,916.902.0703
S00478,Jeremy Davis,2012-07-05,Grade 1,+1-274-946-4584
S00479,Nicole Morgan,2015-12-14,Grade 4,001-576-492-4634x854
S00480,robert cook,2017-09-26,Grade 3,+1-332-725-8683
S00481,Terri Austin,2009-11-23,Grade 2,793.932.1526
S00482,Cesar Wallace,2013-01-19,Grade 5,
S00483,Kendra Noble,05-24-2011,Grade 5,707-901-8204
S00484,Nicholas Turner,2007-02-23,Grade 3,(852)472-7127x6052
S00485,lisa villarreal,2016-09-08,Grade 3,+1-298-446-6469x54394
S00486,Richard Carter,2007-04-02,Grade 5,576.225.0960x4768
S00487,Morgan Fisher,2010-09-20,Grade 5,476.932.1125x1166
S00488,Joshua Cole,2007-08-09,Grade 1,(480)422-3843x03545
S00489,Charles Lopez,2017-05-16,Grade 5,500.493.8413x7603
S00490,Matthew Fleming,2015-03-18,Grade 1,889-482-6193x0895
S00491,Kim Roberts,2010-08-01,Grade 3,269-765-9430x884
S00492,Lawrence Jones,2010-06-14,Grade 3,227.834.2819x279
S00493,Theodore Leach,2018-02-28,Grade 1,+1-508-490-9533x490
S00494,Hector Macias,2011-06-21,Grade 5,497.773.6528x44158
S00495,Felicia Lambert,07-17-2006,Grade 3,982.272.3000x688
S00496,Victoria Lopez,2014-10-09,Grade 2,+1-680-273-5320
S00497,Patricia Graham,2015-10-29,Grade 3,+1-220-588-1776x0562
S00498,Briana Jennings,2010-08-15,Grade 5,001-878-259-9601x31391
S00499,James Lopez,2014-06-10,Grade 3,714.240.1893
S00500,Christopher Foster,2014-06-15,Grade 1,001-623-828-5362x32419
S00501,Charles Jones,2014-03-30,Grade 2,(639)594-2202x53104
S00502,Patricia Peterson,2012-09-01,Grade 5,707.354.9495x943
S00503,Larry Palmer,05-15-2011,Grade 1,894-639-0523x96061
S00504,Kristen Bridges,08-20-2007,Grade 3,257-801-9223x159
S00505,Jessica Holmes,07-27-2015,Grade 2,(347)301-3217
S00506,Susan Thomas,2013-04-13,Grade 5,4423205529
S00507,Mark Dixon,2012-12-20,Grade 3,+1-701-236-2271x79990
S00508,Mrs. Kaitlin West,2018-09-05,Grade 3,377.271.3222x92410
S00509,David Johnson,2017-12-11,Grade 4,453-682-8511
S00510,Zachary Ramirez,2010-10-09,Grade 1,
S00511,William Stanley,2014-11-24,Grade 4,001-344-843-9097
S00512,Andrea Thompson,2010-01-27,Grade 1,451-402-9268
S00513,Ashley Cunningham,2014-12-15,Grade 3,8935388808
S00514,amanda stephenson,2014-12-28,Grade 1,417.347.8040
S00515,David Lawson,2018-07-24,Grade 1,+1-251-496-4264x54441
S00516,Marisa Baker,2019-02-26,Grade 1,001-607-866-4564
S00517,mrs. charlene chang,12-06-2013,Grade 1,001-959-970-9814x80516
S00518,Danielle Palmer,2009-11-26,Grade 4,
S00519,Bonnie Wilson MD,2012-12-03,Grade 3,001-968-640-7770x73231
S00520,Paul Bowers,2016-03-14,Grade 5,+1-794-510-7260x8085
S00521,Leonard Price,2010-10-05,Grade 2,+1-957-446-0812x928
S00522,Leslie Jacobs,2013-10-07,Grade 1,001-910-336-4908x2618
S00523,David King,2017-04-14,Grade 1,639-498-7455x18215
S00524,George White,2017-10-24,Grade 3,688.991.0976x5911
S00525,Mr. Justin Thornton,2008-02-03,Grade 5,
S00526,Anthony Gutierrez,12-11-2006,Grade 5,+1-231-712-6008x176
S00527,Raymond Le,2006-12-09,Grade 4,441-846-7610
S00528,Samantha Beard,01-07-2011,Grade 5,(905)952-5138
S00529,Heather Garcia,2012-12-12,Grade 4,001-942-527-1116x404
S00530,Parker Floyd,2012-04-04,Grade 5,758-771-2131x9727
S00531,Eric Foster,2017-04-21,Grade 3,001-535-936-6070x50648
S00532,Chris Lam,2018-07-10,Grade 5,529.657.3465x3919
S00533,lee garza,2010-10-04,Grade 1,7289078553
S00534,George Aguirre,2009-07-06,Grade 5,2514063526
S00535,Jennifer Porter,05-13-2011,Grade 5,458-401-5787
S00536,Benjamin Johnson,2013-10-03,Grade 5,+1-792-680-5765x0461
S00537,Earl Rojas,2016-08-02,Grade 2,001-239-485-2413x063
S00538,Cynthia Garcia,05-18-2008,Grade 4,+1-791-735-4737
S00539,Christopher Barajas,2009-05-29,Grade 3,281.271.7910x3432
S00540,Jessica Gonzalez,2006-06-01,Grade 5,964.508.1222x85364
S00541,joe garner,09-15-2016,Grade 2,3557215534
S00542,Danielle Young,2006-11-19,Grade 3,+1-401-794-8763x934
S00543,Patrick Jennings,2012-06-01,Grade 2,854-313-6284x4862
S00544,Norma Roth,2016-10-28,Grade 3,
S00545,robert boyle,2012-10-27,Grade 4,668.717.7962x25738
S00546,Amanda Murray,10-30-2011,Grade 2,(896)304-1022x8344
S00547,mary gibbs,2013-03-04,Grade 1,+1-931-267-4841x99714
S00548,Joseph Nunez,2016-10-13,Grade 5,001-528-400-7977x029
S00549,Javier Gallagher,2006-08-08,Grade 5,328.722.9948
S00550,Arthur Brown,2013-07-22,Grade 1,001-929-257-8952x391
S00551,Thomas Padilla,2010-07-19,Grade 2,806-813-0369
S00552,Erika Wall,2010-08-11,Grade 2,3494771557
S00553,Christopher Fletcher,2011-02-07,Grade 2,001-959-331-7651x532
S00554,Kelsey Miller,2011-09-21,Grade 3,404-426-4899x04273
S00555,Cameron Turner,2012-09-03,Grade 2,722-845-5420
S00556,Joseph Clay,2012-04-29,Grade 3,+1-893-254-6111x5568
S00557,Elizabeth Stafford,2014-10-23,Grade 5,654.797.4661
S00558,Michael Hodges,2009-03-25,Grade 5,(715)771-4429x5636
S00559,David Rose,2007-07-09,Grade 4,680-548-6788x23455
S00560,Gregory Payne,2013-11-22,Grade 4,937.301.3013
S00561,gina smith,2006-12-05,Grade 1,+1-214-657-4991x004
S00562,Johnny Moore,2013-04-24,Grade 4,340.598.2999x8049
S00563,jody taylor,2007-04-28,Grade 4,001-555-731-0473x00423
S00564,Jennifer Garcia,2010-03-01,Grade 2,+1-645-762-3396x786
S00565,Steven Mcguire,2008-03-07,Grade 1,4386716000
S00566,Danielle Grant,09-14-2012,Grade 4,001-454-773-9867x651
S00567,Curtis Rowe,08-31-2007,Grade 3,001-776-333-5352x0698
S00568,Jennifer Wilson,2015-04-07,Grade 5,(894)849-0606x0759
S00569,Gloria Pineda,2015-09-07,Grade 5,+1-469-982-7889x882
S00570,Jennifer Hernandez,2014-04-13,Grade 3,+1-790-300-6682x8023
S00571,Christine Leach,2007-05-22,Grade 3,001-942-619-5430x77352
S00572,Stacey Villegas,2014-07-12,Grade 5,001-216-745-6288
S00573,Shelly Mcdowell,12-29-2009,Grade 1,453.806.9532
S00574,Sara Rosales,2009-03-27,Grade 4,747.750.1625
S00575,Dennis Montoya,2009-03-08,Grade 5,280.881.5227x60679
S00576,John Sandoval,2017-01-28,Grade 2,
S00577,Jerry Mclaughlin,2006-06-28,Grade 4,816-290-4316
S00578,Jennifer Barnes,2010-02-07,Grade 1,001-386-691-0731x140
S00579,Jorge Lopez,2016-05-31,Grade 3,575.782.4221x987
S00580,Robert Garcia,2011-03-03,Grade 3,+1-777-217-8968x80510
S00581,zachary randolph,2018-06-30,Grade 1,(264)331-9786
S00582,Chad Conley,2018-09-30,Grade 1,3029635254
S00583,Ashley Joseph MD,2014-10-18,Grade 5,578.702.0493
S00584,John Hunt,2012-11-22,Grade 1,
S00585,Alexis Marks,2013-09-05,Grade 4,337.378.8708
S00586,Kelly Williams,2010-12-11,Grade 2,+1-773-555-6015x779
S00587,Melvin Morales,09-17-2015,Grade 3,888-938-5105
S00588,Beth Jackson,2012-01-27,Grade 1,6155902372
S00589,Jennifer Park,2010-06-13,Grade 1,001-842-367-4749x674
S00590,Michael Craig,2010-05-28,Grade 4,952-274-9903
S00591,Neil Webb,09-17-2017,Grade 1,(990)218-7443
S00592,Evelyn Stanley,2008-10-11,Grade 3,388.969.7535
S00593,Austin Hoffman,2018-09-01,Grade 1,970-230-0220
S00594,Jeffrey Johnson,2016-06-12,Grade 1,986-647-7079x8002
S00595,anna porter,2011-07-03,Grade 5,(663)835-1444
S00596,robert evans,2011-08-28,Grade 4,
S00597,Robert Townsend,2009-11-28,Grade 5,603.690.2185x1126
S00598,Mr. Barry Gonzalez,2016-05-05,Grade 1,787.690.9588
S00599,Corey Grant,2009-07-07,Grade 5,+1-802-221-4513x29270
S00600,Brittany Foster,01-18-2019,Grade 5,+1-565-781-5124
S00601,Kara Reed,2014-01-25,Grade 3,549.497.0816x692
S00602,Michelle Walker,2010-07-09,Grade 2,001-918-978-7141x2790
S00603,Christopher Lamb,2015-05-06,Grade 3,3528442100
S00604,Timothy Johnson,09-01-2016,Grade 2,001-318-895-8832x63264
S00605,Kenneth Gaines,2011-01-16,Grade 5,415.753.7788
S00606,Theresa Webb,2007-07-20,Grade 2,417.934.4641x39694
S00607,Wendy Anderson,2010-06-01,Grade 5,636-563-2496x87106
S00608,Kayla Gutierrez,2016-05-03,Grade 4,+1-728-388-8184x599
S00609,Tony Gomez,2014-07-16,Grade 1,4382341001
S00610,Rachel Short,2018-01-07,Grade 3,330.694.1151x526
S00611,Jill Holland,2016-01-10,Grade 4,975-584-7047x592
S00612,Tamara Rowe,2007-03-01,Grade 3,916.667.6385
S00613,Jesse Rollins,2012-08-09,Grade 1,+1-296-304-1684
S00614,Elaine Cardenas,2010-10-24,Grade 2,+1-315-477-9780x988
S00615,Mark Castillo,2008-06-25,Grade 2,(607)307-0098
S00616,Stephen Nichols,2012-05-20,Grade 2,
S00617,tyler conner,2010-12-30,Grade 1,(754)468-1225x58269
S00618,Maria Hunt,2016-03-04,Grade 4,(688)945-9437x80262
S00619,Joshua Le,2016-08-29,Grade 5,+1-213-892-0288
S00620,Shawn Smith,2007-08-22,Grade 1,001-947-898-0913
S00621,Tanya Lee,2018-08-08,Grade 5,+1-565-220-4995x92662
S00622,Kelly Esparza,2008-05-23,Grade 1,738.879.2340
S00623,Willie Wolf,2006-09-21,Grade 3,540.477.5949
S00624,Daniel Goodman,2017-11-30,Grade 4,785.235.9096x9334
S00625,Michael Alvarado,2011-05-01,Grade 2,(557)860-1850x3273
S00626,Johnny White,02-06-2016,Grade 1,(626)333-7202
S00627,Laurie Rivera,2015-11-16,Grade 4,900.946.0080
S00628,destiny may,2006-07-06,Grade 1,(887)543-9995
S00629,Wesley Johnson,2014-09-02,Grade 2,658-961-7456
S00630,thomas morgan,2015-04-03,Grade 3,816-791-4581x061
S00631,Sarah Acosta,2015-05-27,Grade 1,(615)224-8254
S00632,Luis Castro,2016-11-22,Grade 4,912-366-7645
S00633,Dr. Julie Henderson,2011-03-20,Grade 4,(616)744-5950
S00634,Nicole Shaw,2008-10-01,Grade 1,721-864-6490x9074
S00635,Tracy Gonzalez,2012-01-11,Grade 1,(933)738-1704x155
S00636,Sarah Howell,2014-05-02,Grade 1,(409)325-0694x48276
S00637,Jonathan Sanders,2012-08-21,Grade 4,+1-243-732-6771x39012
S00638,Daniel Johnson,2013-03-14,Grade 1,+1-606-947-5669x2171
S00639,Megan Andrade,2016-10-10,Grade 1,+1-617-543-0001x98598
S00640,Terry Terry,2012-11-22,Grade 2,(520)205-5755x899
S00641,Kathleen Young,04-29-2009,Grade 1,+1-268-221-3504x08476
S00642,Cynthia Combs,09-05-2015,Grade 5,(332)340-6912x4127
S00643,Kimberly Miller,2008-01-23,Grade 4,223-791-0264x000
S00644,James Hogan,2013-07-02,Grade 2,+1-524-945-6363x588
S00645,Jessica Salas,2018-07-21,Grade 2,(609)789-2405x42808
S00646,Mark Delacruz,02-18-2012,Grade 5,722.561.3453
S00647,laura holt,2018-09-06,Grade 5,+1-420-702-6336x9325
S00648,Jamie Sanchez,2015-04-06,Grade 1,+1-254-943-8040x649
S00649,Ryan Owen,2006-06-13,Grade 2,916.391.1924x332
S00650,Peter Cabrera,2016-05-14,Grade 2,655.647.7747
S00651,Sara Bradford,2013-05-13,Grade 1,3098320191
S00652,Kenneth Lopez,2010-01-08,Grade 1,+1-849-420-3130
S00653,Beth Chapman,2007-02-14,Grade 3,676-679-2272x844
S00654,Jackson Nguyen,2015-09-13,Grade 5,001-428-931-9436x966
S00655,annette alexander,2017-10-25,Grade 5,
S00656,Stephanie Gilbert,2012-12-21,Grade 5,679.964.0434
S00657,Michelle Brock,2008-10-23,Grade 4,377.744.2032
S00658,Carlos Frank,2014-08-29,Grade 1,9178914637
S00659,Sherry Hammond,2014-08-16,Grade 4,001-974-795-4959x7402
S00660,Donna Ford,2019-02-09,Grade 2,+1-926-685-0194x34422
S00661,Amanda Baker,02-09-2016,Grade 3,(286)599-2706x72123
S00662,Stephanie Odom,2018-11-21,Grade 2,623.800.5847x95121
S00663,Johnathan Coleman,2016-06-24,Grade 4,+1-331-745-1817x7435
S00664,Daniel Bowen,2013-01-21,Grade 1,+1-426-394-1533
S00665,Sarah Black,2012-01-07,Grade 2,001-412-482-1276x6298
S00666,Kristin Allen,2013-02-28,Grade 4,5523223060
S00667,Andrew Hernandez,2014-12-30,Grade 1,+1-289-224-0487x757
S00668,Veronica Norman,2009-03-27,Grade 1,(364)778-0926
S00669,Wendy Woods,2016-05-15,Grade 5,(875)516-2661x4139
S00670,Gabrielle Ferguson,2015-11-03,Grade 4,424.798.9151x87534
S00671,Robert Riddle,2011-10-31,Grade 4,(889)637-8162x4066
S00672,Edward Walls,2011-11-04,Grade 4,908-547-6873x5641
S00673,Tami Moody,2015-09-21,Grade 5,(528)287-0820x8988
S00674,Andrew Barry,2011-10-28,Grade 4,+1-238-296-6705x166
S00675,Diane Lara,2006-04-04,Grade 2,797.343.6073x21547
S00676,Cathy Kent,2007-10-18,Grade 1,(946)632-1112
S00677,Samuel Stewart,2007-11-30,Grade 1,452.861.1751x33910
S00678,Andrew White,2011-07-14,Grade 1,8916984626
S00679,Kevin Wilson,2015-07-13,Grade 1,580.693.1621x8183
S00680,Jeffrey Drake,2007-06-15,Grade 5,(629)950-3361x84004
S00681,Timothy Griffin,2006-07-31,Grade 3,494.721.7378x75353
S00682,Nicole Hunt,2010-01-06,Grade 5,286.824.1936
S00683,Lindsey Blake,2018-07-22,Grade 1,
S00684,Rebecca Ferguson,2017-03-31,Grade 5,(864)751-5610
S00685,Adrian Smith,2011-07-18,Grade 3,5264724502
S00686,Thomas Jones,01-23-2016,Grade 3,832.700.3217
S00687,Amy Baker DVM,2007-06-09,Grade 1,690.639.9446
S00688,morgan greer,2010-09-07,Grade 2,661-392-9299x9623
S00689,Melissa Osborn,2015-11-23,Grade 3,410-368-1922
S00690,Mike Arnold,2018-06-24,Grade 1,+1-768-310-3158x3837
S00691,James Clark DVM,10-23-2014,Grade 2,234-280-9321x17856
S00692,Suzanne Jennings,2014-03-31,Grade 2,
S00693,Victoria Cruz,2007-02-04,Grade 1,656-624-2370
S00694,Laura Allen,2011-06-04,Grade 1,4476472159
S00695,Brian Phillips,2010-05-17,Grade 5,+1-576-314-4476x9081
S00696,Troy Smith MD,2012-04-26,Grade 3,969-620-7146x808
S00697,Lorraine Jones,2013-03-03,Grade 3,8232034058
S00698,Katherine Vang,2013-07-12,Grade 1,7476445782
S00699,Michael Wilson,2016-03-11,Grade 2,001-780-327-8188x2142
S00700,Barbara Harper,2017-02-16,Grade 1,651-633-0190x184
S00701,Joseph Jones,2012-03-02,Grade 1,710.714.3304x05480
S00702,ricky williams,2010-12-18,Grade 1,914-249-2371
S00703,Gabrielle Alvarez,2018-12-27,Grade 2,773.947.9940
S00704,Cheyenne Ortiz,2009-01-10,Grade 2,6699368688
S00705,Andrea Cox,10-27-2014,Grade 2,001-619-706-0052x4573
S00706,Jessica Rodgers,2018-07-07,Grade 2,
S00707,Andrew Miller,2008-10-20,Grade 1,(970)611-3416x3129
S00708,Kevin Mathews,2009-10-15,Grade 1,+1-383-330-9365x10662
S00709,Sarah Stone,2016-03-19,Grade 4,001-312-769-8821x87955
S00710,Christopher Carr,2007-10-24,Grade 3,308.719.2214
S00711,Roberto Douglas,2011-11-14,Grade 2,678-276-4727x69060
S00712,Cathy Gomez,10-30-2009,Grade 3,+1-462-749-8419x52499
S00713,Cameron Lee,2017-10-02,Grade 1,838-895-8722
S00714,Cindy Spencer,2016-01-09,Grade 3,+1-362-988-1288x0928
S00715,Cassandra Rich,2018-05-01,Grade 1,220.678.4495x80614
S00716,Diana Perkins,2016-03-11,Grade 3,4764423377
S00717,Julie Duran,05-17-2013,Grade 5,+1-840-257-9511x492
S00718,mrs. stephanie mason,2010-11-08,Grade 3,240-786-2568x16735
S00719,Danielle Noble,2013-08-20,Grade 5,790.913.2126x20059
S00720,Thomas Figueroa,2011-04-27,Grade 1,316.618.4369
S00721,John Meyer,2016-06-08,Grade 3,278-799-7299x9018
S00722,Andrew Wall,2008-08-12,Grade 2,287-288-6655x82811
S00723,Jerome Garcia,2019-02-07,Grade 4,465-874-8487x97336
S00724,Philip Johns,2007-06-20,Grade 3,967.624.5299x5323
S00725,Mrs. Claudia Wolfe DVM,2019-03-02,Grade 2,+1-869-451-2567x875
S00726,Lindsey Nunez,2010-01-20,Grade 1,001-413-783-3116x432
S00727,Caitlyn Stewart DDS,2009-08-25,Grade 1,001-380-848-0610x7055
S00728,Amanda Grimes,2013-05-06,Grade 3,(966)744-4930x49958
S00729,Madison Mills,03-29-2018,Grade 2,694.366.8067x69638
S00730,Shannon Mcmillan,2017-12-10,Grade 3,001-551-483-9672x7807
S00731,Brenda Sanchez,2006-08-24,Grade 1,001-283-719-6042x8486
S00732,jessica gallagher,2016-11-06,Grade 5,+1-838-933-0389x3075
S00733,Andrea Barton,2017-12-28,Grade 4,324.326.2409
S00734,Emily Horn,2018-02-28,Grade 4,(674)940-8003
S00735,Jaime Roman,2016-08-26,Grade 3,640-627-3186
S00736,Noah Brown,2019-02-19,Grade 5,(880)895-5541x85544
S00737,Robin Richards,2017-05-12,Grade 2,397-435-7669
S00738,charles lowe,2007-08-23,Grade 2,452-767-4570x705
S00739,Tina Smith,2008-08-04,Grade 2,951.672.4469
S00740,Kimberly Jackson,2013-05-16,Grade 4,911.334.3891
S00741,Leslie Wilson,2015-11-08,Grade 2,+1-823-806-5638x873
S00742,Carla Chan,2012-09-07,Grade 4,+1-766-717-7299x7030
S00743,Angela Underwood,2013-11-19,Grade 3,511.461.4199
S00744,Brandon Hess,2013-04-09,Grade 5,(535)599-0104x30990
S00745,Michael Rogers,2012-02-19,Grade 4,001-542-410-5356
S00746,Charles Baker,2019-01-13,Grade 4,286.436.2025
S00747,Dominique Mitchell,2018-01-01,Grade 2,(520)568-5334x1010
S00748,Matthew Dunn,2019-02-27,Grade 2,001-318-208-8732x8675
S00749,James Maldonado,2018-03-30,Grade 4,001-949-325-5761x36183
S00750,Scott Harper,2008-02-09,Grade 4,001-303-245-5881x2201
S00751,Jonathan Griffith,2016-08-08,Grade 2,001-766-737-2791x5614
S00752,Amanda Alvarez,2013-12-05,Grade 3,801-493-7017x513
S00753,james parker,2014-10-28,Grade 4,001-731-254-3655
S00754,Julie Sweeney,2008-09-22,Grade 2,(346)229-9241
S00755,Elizabeth Wyatt,01-28-2010,Grade 5,001-609-991-7845
S00756,Emily Oliver,2012-06-17,Grade 2,(246)616-0298
S00757,Heather Maxwell,2016-11-09,Grade 3,(810)875-6516x9554
S00758,Tracy Cummings,08-15-2013,Grade 2,(254)305-8835x9318
S00759,Michael Anderson,2012-01-23,Grade 5,+1-725-331-9860
S00760,Steven Oliver,2018-01-24,Grade 2,+1-626-237-9482x448
S00761,Robin Guzman,2007-07-04,Grade 4,+1-550-234-9742
S00762,Linda Pearson,2007-11-26,Grade 3,328-539-8518x08080
S00763,Joseph Mercado,2015-03-19,Grade 2,7534801766
S00764,William Johnson,2012-04-23,Grade 3,906.461.1852x3026
S00765,megan hernandez,2008-03-19,Grade 4,+1-214-224-1727x0033
S00766,Craig Hernandez,02-16-2015,Grade 2,491.586.3406
S00767,Jo Graham,2015-02-23,Grade 1,9676295441
S00768,Kayla Cannon,2016-05-30,Grade 4,262.963.5072x200
S00769,James Long,2006-10-06,Grade 2,001-396-819-5107
S00770,Gary Bradford,09-14-2013,Grade 2,(685)402-0052x303
S00771,Theresa Fletcher,2015-02-18,Grade 4,4869378962
S00772,Ricardo Petersen,2007-02-15,Grade 5,3606403818
S00773,Michael Leach,2018-04-06,Grade 3,793-574-6185x15888
S00774,Allison Marsh,2010-03-04,Grade 5,001-295-872-1362x02580
S00775,Ashley Hobbs,12-12-2008,Grade 4,(889)220-7176x2442
S00776,Jessica Williams,2015-05-24,Grade 5,599-905-9841
S00777,Shannon Pratt,2008-11-07,Grade 2,4204937371
S00778,Nicholas Gibson,2011-04-14,Grade 4,001-248-290-1690x0130
S00779,Abigail Espinoza,2018-01-19,Grade 5,001-381-638-8581x49629
S00780,Christina Williams,2008-08-23,Grade 5,
S00781,Charles Munoz,2015-04-05,Grade 5,001-776-439-2301x5048
S00782,Marie Bailey,2015-04-04,Grade 1,522-962-7792x48102
S00783,Jason Santos,2010-10-07,Grade 2,001-927-441-2017x219
S00784,Lisa West,2007-01-30,Grade 4,(974)227-4928x7265
S00785,Paul Jennings,2010-01-29,Grade 3,+1-294-521-5129x4645
S00786,Nicholas Cooper,2014-04-04,Grade 3,+1-725-514-1714x570
S00787,Emma Cobb,2016-02-25,Grade 3,995.449.9085x76813
S00788,Hannah Hicks,2009-03-22,Grade 5,+1-925-392-3438x551
S00789,John Mccann,2007-10-19,Grade 5,(263)964-3999
S00790,Thomas Johnson,2017-06-01,Grade 2,(988)277-1192x9808
S00791,Jeffrey Hunt,2013-01-10,Grade 5,
S00792,Alicia Anderson,2009-11-27,Grade 1,+1-285-429-7106x442
S00793,Matthew Mckinney,2009-07-15,Grade 1,4272876508
S00794,Jodi Meyer,2007-10-20,Grade 2,(410)555-7874
